year,rank,name_as_listed,country_as_listed,reason,notes,candidate_restaurant_code,candidate_confidence
2023,67,Le Clarence,France,ambiguous,"Closest catalogue candidate rest_0327 (Arpège, Paris, France) name_sim=0.57 city_sim=1.0 — insufficient corroboration to accept.",rest_0327,low
2023,70,Sud 777,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Pujol (Mexico City) at name_sim=0.17.,,
2023,71,Core by Clare Smyth,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.25.,,
2023,73,Cosme,USA,unmatched,No adequately similar catalogue candidate in United States; closest was César (New York) at name_sim=0.4.,,
2023,75,Fyn,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2023,76,Oteque,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.0.,,
2023,78,Alléno Paris au Pavillon Ledoyen,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.36.,,
2023,79,Nuema,Ecuador,unmatched,"Country ""Ecuador"" has no restaurants in the catalogue universe.",,
2023,80,Flocons de Sel,France,unmatched,No adequately similar catalogue candidate in France; closest was Plénitude (Paris) at name_sim=0.3.,,
2023,84,Meta,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Odette (Singapore) at name_sim=0.4.,,
2023,86,Lyle's,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.25.,,
2023,87,Ossiano,UAE,unmatched,No adequately similar catalogue candidate in United Arab Emirates; closest was Tresind Studio (Dubai) at name_sim=0.38.,,
2023,92,Neighborhood,China,unmatched,No adequately similar catalogue candidate in Hong Kong; closest was T'ang Court (Hong Kong) at name_sim=0.36.,,
2023,93,Kei,France,unmatched,No adequately similar catalogue candidate in France; closest was Septime (Paris) at name_sim=0.4.,,
2023,94,La Colombe,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2023,95,Ceto,France,unmatched,No adequately similar catalogue candidate in France; closest was Septime (Paris) at name_sim=0.36.,,
2023,97,Labyrinth,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Les Amis (Singapore) at name_sim=0.35.,,
2023,99,Fu He Hui,China,unmatched,No adequately similar catalogue candidate in China; closest was Xin Rong Ji (Xinyuan South Road) (Beijing) at name_sim=0.21.,,
2023,100,Maito,Panama,unmatched,"Country ""Panama"" has no restaurants in the catalogue universe.",,
2024,25,El Chato,Colombia,unmatched,No adequately similar catalogue candidate in Colombia; closest was Celele (Cartagena) at name_sim=0.29.,,
2024,27,A Casa do Porco,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.33.,,
2024,36,The Jane,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was Hertog Jan at Botanic (Antwerp) at name_sim=0.27.,,
2024,37,Oteque,Brazil,unmatched,No adequately similar catalogue candidate in Brazil; closest was Lasai (Rio de Janeiro) at name_sim=0.0.,,
2024,43,Nobelhart & Schmutzig,Germany,unmatched,No adequately similar catalogue candidate in Germany; closest was CODA Dessert Dining (Berlin) at name_sim=0.37.,,
2024,49,La Colombe,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2024,53,Leo,Colombia,unmatched,No adequately similar catalogue candidate in Colombia; closest was Celele (Cartagena) at name_sim=0.44.,,
2024,60,Fyn,South Africa,unmatched,"Country ""South Africa"" has no restaurants in the catalogue universe.",,
2024,61,Nuema,Ecuador,unmatched,"Country ""Ecuador"" has no restaurants in the catalogue universe.",,
2024,62,Coda,Germany,unmatched,No adequately similar catalogue candidate in Germany; closest was Horváth (Berlin) at name_sim=0.36.,,
2024,65,Brat,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.14.,,
2024,67,Alcalde,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Pujol (Mexico City) at name_sim=0.17.,,
2024,68,Burnt Ends,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Zen (Singapore) at name_sim=0.31.,,
2024,69,Fu He Hui,China,unmatched,No adequately similar catalogue candidate in China; closest was Xin Rong Ji (Xinyuan South Road) (Beijing) at name_sim=0.21.,,
2024,70,Le Doyenné,France,unmatched,No adequately similar catalogue candidate in France; closest was Anne (Paris) at name_sim=0.55.,,
2024,73,Mil,Peru,unmatched,No adequately similar catalogue candidate in Peru; closest was Maido (Lima) at name_sim=0.5.,,
2024,75,Ernst,Germany,unmatched,No adequately similar catalogue candidate in Germany; closest was Rutz (Berlin) at name_sim=0.44.,,
2024,76,Flocons de Sel,France,unmatched,No adequately similar catalogue candidate in France; closest was Plénitude (Paris) at name_sim=0.3.,,
2024,77,La Grenouillère,France,unmatched,No adequately similar catalogue candidate in France; closest was Plénitude (Paris) at name_sim=0.38.,,
2024,78,Masque,India,unmatched,"Country ""India"" has no restaurants in the catalogue universe.",,
2024,79,Alléno Paris au Pavillon Ledoyen,France,unmatched,No adequately similar catalogue candidate in France; closest was Le Gabriel - La Reserve Paris (Paris) at name_sim=0.36.,,
2024,80,The Clove Club,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.24.,,
2024,82,Sud 777,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Pujol (Mexico City) at name_sim=0.17.,,
2024,83,Willem Hiele,Belgium,unmatched,No adequately similar catalogue candidate in Belgium; closest was La Table de Maxime (Our) at name_sim=0.42.,,
2024,85,Ceto,France,unmatched,No adequately similar catalogue candidate in France; closest was Septime (Paris) at name_sim=0.36.,,
2024,86,Mosu,South Korea,unmatched,No adequately similar catalogue candidate in South Korea; closest was Mingles (Seoul) at name_sim=0.36.,,
2024,87,Lyle's,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Kol (London) at name_sim=0.25.,,
2024,89,Indian Accent,India,unmatched,"Country ""India"" has no restaurants in the catalogue universe.",,
2024,92,Labyrinth,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Les Amis (Singapore) at name_sim=0.35.,,
2024,94,Mountain,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Ikoyi (London) at name_sim=0.31.,,
2024,95,Meta,Singapore,unmatched,No adequately similar catalogue candidate in Singapore; closest was Odette (Singapore) at name_sim=0.4.,,
2024,96,Onjium,South Korea,unmatched,No adequately similar catalogue candidate in South Korea; closest was Mingles (Seoul) at name_sim=0.15.,,
2024,97,Core by Clare Smyth,UK,unmatched,No adequately similar catalogue candidate in United Kingdom; closest was Alain Ducasse at The Dorchester (London) at name_sim=0.25.,,
2024,98,Saint Peter,Australia,unmatched,"Country ""Australia"" has no restaurants in the catalogue universe.",,
2024,99,Cosme,USA,unmatched,No adequately similar catalogue candidate in United States; closest was César (New York) at name_sim=0.4.,,
2024,100,Fauna,Mexico,unmatched,No adequately similar catalogue candidate in Mexico; closest was Quintonil (Mexico City) at name_sim=0.29.,,
